Running from this directory: /cluster/work/simennes/Project_thesis/Project_thesis
Name of job: tune_params
ID of job: 23134776
The job was run on these nodes: idun-07-07
[I 2025-10-17 13:09:10,215] Trial 0 finished with value: 0.12883757602187879 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.199031432379812, 'batch_norm': True, 'lr': 1.8408544111075837e-06, 'weight_decay': 5.5136510071208614e-05, 'epochs': 336, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 0 with value: 0.12883757602187879.
[I 2025-10-18 00:26:20,745] Trial 141 finished with value: 0.22425687462353186 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3783872007148609, 'batch_norm': False, 'lr': 5.561386989703595e-05, 'weight_decay': 8.02926401435265e-06, 'epochs': 203, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 141 with value: 0.22425687462353186.
[I 2025-10-18 00:27:11,174] Trial 142 finished with value: 0.2067218962074751 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3770670569941391, 'batch_norm': False, 'lr': 7.036098365414499e-05, 'weight_decay': 1.1478165015210203e-05, 'epochs': 211, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 141 with value: 0.22425687462353186.
[I 2025-10-18 00:29:55,227] Trial 143 finished with value: 0.21036704032616188 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3491558380696994, 'batch_norm': False, 'lr': 5.679471237921382e-05, 'weight_decay': 7.0339084314283855e-06, 'epochs': 193, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 141 with value: 0.22425687462353186.
[I 2025-10-18 00:32:45,203] Trial 144 finished with value: 0.21936056866246992 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3686138937172093, 'batch_norm': False, 'lr': 9.252057016803905e-05, 'weight_decay': 1.7587800151853534e-05, 'epochs': 200, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 141 with value: 0.22425687462353186.
[I 2025-10-18 00:33:34,159] Trial 145 finished with value: 0.21373675219314373 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.40011409528732483, 'batch_norm': False, 'lr': 9.413059106904417e-05, 'weight_decay': 1.7279688846267836e-05, 'epochs': 204, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 141 with value: 0.22425687462353186.
[I 2025-10-18 00:36:28,131] Trial 146 finished with value: 0.09299726340095729 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3425446149350998, 'batch_norm': True, 'lr': 1.1544967510309472e-05, 'weight_decay': 2.2774149521828234e-05, 'epochs': 198, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 141 with value: 0.22425687462353186.
[I 2025-10-18 00:39:37,994] Trial 147 finished with value: 0.21147124413510116 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3831318062879517, 'batch_norm': False, 'lr': 0.00010489962984505457, 'weight_decay': 1.9929883982980082e-05, 'epochs': 225, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 141 with value: 0.22425687462353186.
[I 2025-10-18 00:40:43,525] Trial 148 finished with value: 0.1872495849801182 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3590234863940927, 'batch_norm': False, 'lr': 4.575598211338015e-05, 'weight_decay': 1.4553216045670507e-05, 'epochs': 281, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 141 with value: 0.22425687462353186.
[I 2025-10-18 00:43:43,821] Trial 149 finished with value: 0.21253434309939723 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.32307402201614666, 'batch_norm': False, 'lr': 0.0001371082785259117, 'weight_decay': 9.284001640270142e-06, 'epochs': 212, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 141 with value: 0.22425687462353186.
[I 2025-10-18 00:45:08,793] Trial 0 finished with value: 0.09219471657255077 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.199031432379812, 'batch_norm': True, 'lr': 1.8408544111075837e-06, 'weight_decay': 5.5136510071208614e-05, 'epochs': 336, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 0 with value: 0.09219471657255077.
[I 2025-10-18 00:46:17,264] Trial 1 finished with value: 0.12847270956956708 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3170069966666469, 'batch_norm': True, 'lr': 8.93699563453483e-05, 'weight_decay': 2.536038332206416e-05, 'epochs': 290, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 1 with value: 0.12847270956956708.
[I 2025-10-18 00:47:41,150] Trial 2 finished with value: 0.18152020942334834 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.275826319716044, 'batch_norm': True, 'lr': 0.0004485485309869717, 'weight_decay': 2.0046868950224612e-06, 'epochs': 91, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 2 with value: 0.18152020942334834.
[I 2025-10-18 00:48:43,027] Trial 3 finished with value: 0.11149103128636723 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.3951006814927115, 'batch_norm': False, 'lr': 1.7331624470191415e-06, 'weight_decay': 1.6666318356529153e-06, 'epochs': 142, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'mutual'}. Best is trial 2 with value: 0.18152020942334834.
[I 2025-10-18 00:49:12,658] Trial 4 finished with value: 0.029259896207952028 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.39891832398148686, 'batch_norm': False, 'lr': 1.1917889272889587e-06, 'weight_decay': 1.6302351115057956e-06, 'epochs': 115, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 2 with value: 0.18152020942334834.
[I 2025-10-18 00:50:40,998] Trial 5 finished with value: 0.1829210200671997 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.5269668752502432, 'batch_norm': False, 'lr': 0.00022174169137101815, 'weight_decay': 7.488782916686469e-05, 'epochs': 222, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'mutual'}. Best is trial 5 with value: 0.1829210200671997.
[I 2025-10-18 00:52:17,681] Trial 6 finished with value: 0.10804220228691704 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.20938467458976837, 'batch_norm': True, 'lr': 0.00017132065349580424, 'weight_decay': 7.570789545936101e-06, 'epochs': 226, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'mutual'}. Best is trial 5 with value: 0.1829210200671997.
[I 2025-10-18 00:55:19,109] Trial 7 finished with value: 0.21101512236188846 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.5889496317010025, 'batch_norm': False, 'lr': 4.838069255103695e-05, 'weight_decay': 0.0003231029820065669, 'epochs': 221, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 00:56:34,906] Trial 8 finished with value: 0.12728561521255338 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.19905032860813446, 'batch_norm': True, 'lr': 1.2962030165732244e-06, 'weight_decay': 1.326598071105465e-07, 'epochs': 180, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 00:57:00,109] Trial 9 finished with value: 0.17301855769700245 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.18802106664184695, 'batch_norm': False, 'lr': 2.831800609272248e-05, 'weight_decay': 0.00023853009335908395, 'epochs': 94, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 00:57:46,852] Trial 10 finished with value: 0.07866381949283865 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.5885461262002587, 'batch_norm': False, 'lr': 1.080428984628536e-05, 'weight_decay': 0.0005489772228037724, 'epochs': 48, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:01:02,743] Trial 11 finished with value: 0.09113849258747528 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.5902850064485999, 'batch_norm': False, 'lr': 0.0008501844735017442, 'weight_decay': 7.838674667193232e-05, 'epochs': 244, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:03:43,505] Trial 12 finished with value: 0.20887405460165814 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4968445487726052, 'batch_norm': False, 'lr': 7.067693280127844e-05, 'weight_decay': 0.0007200133344910426, 'epochs': 195, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:06:09,608] Trial 13 finished with value: 0.18082969272628047 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4907700001843111, 'batch_norm': False, 'lr': 4.9847584258554323e-05, 'weight_decay': 0.0009964990820951235, 'epochs': 176, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:09:44,113] Trial 14 finished with value: 0.18416203425507796 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.48263162073930665, 'batch_norm': False, 'lr': 1.077300512742972e-05, 'weight_decay': 0.0002884326901900685, 'epochs': 257, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:13:41,094] Trial 15 finished with value: 0.18058384655010826 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.1062256058813002, 'batch_norm': False, 'lr': 1.8336845019491153e-05, 'weight_decay': 0.0002269465401543488, 'epochs': 291, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 3, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:16:02,557] Trial 16 finished with value: 0.19997781570052375 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.44099154398585816, 'batch_norm': False, 'lr': 7.092120321265845e-05, 'weight_decay': 0.0009169730709743663, 'epochs': 170, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:19:01,251] Trial 17 finished with value: 0.18629266862600574 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.5399515297005574, 'batch_norm': False, 'lr': 5.040311116875506e-06, 'weight_decay': 9.391207294025214e-06, 'epochs': 213, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:22:50,009] Trial 18 finished with value: 0.1843176635548566 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.5379466677365785, 'batch_norm': False, 'lr': 0.00015203979361204492, 'weight_decay': 0.0001429523109653837, 'epochs': 285, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:27:29,348] Trial 19 finished with value: 0.1736519028112748 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.45397904054395594, 'batch_norm': False, 'lr': 4.572347869956337e-05, 'weight_decay': 1.924245117010563e-05, 'epochs': 345, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:29:32,239] Trial 20 finished with value: 0.1623975296014331 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.36485549359965497, 'batch_norm': False, 'lr': 4.558649580263114e-06, 'weight_decay': 3.019156654015594e-07, 'epochs': 144, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 3, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:32:08,625] Trial 21 finished with value: 0.19985756523129186 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.4366278533125916, 'batch_norm': False, 'lr': 7.464725120971645e-05, 'weight_decay': 0.0007301552170778696, 'epochs': 189, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:34:21,414] Trial 22 finished with value: 0.19518794022332198 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.5068563089333448, 'batch_norm': False, 'lr': 9.629187788345096e-05, 'weight_decay': 0.0004433507380420012, 'epochs': 159, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:37:12,486] Trial 23 finished with value: 0.19422680755693802 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.4348634915602599, 'batch_norm': False, 'lr': 2.3666270455292083e-05, 'weight_decay': 0.0009273138448601163, 'epochs': 206, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:40:39,272] Trial 24 finished with value: 0.17746460521948124 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.565612420240826, 'batch_norm': False, 'lr': 0.0003305789666064444, 'weight_decay': 0.0001305928375914247, 'epochs': 254, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:42:29,378] Trial 25 finished with value: 0.19660568003537096 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.4665728521281596, 'batch_norm': False, 'lr': 4.958973891771903e-05, 'weight_decay': 0.0003648939446054913, 'epochs': 129, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:43:37,352] Trial 26 finished with value: 0.1990240133049088 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.5561819597100913, 'batch_norm': False, 'lr': 0.00012153617619481626, 'weight_decay': 0.00016293751130592963, 'epochs': 167, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:45:02,940] Trial 27 finished with value: 0.09279202838520792 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.4062258941145413, 'batch_norm': True, 'lr': 1.4933865876745208e-05, 'weight_decay': 3.320257468879933e-05, 'epochs': 196, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:48:09,608] Trial 28 finished with value: 0.16336906894604944 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.32539765245977414, 'batch_norm': False, 'lr': 4.586288483309307e-05, 'weight_decay': 0.0004374254442282436, 'epochs': 228, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 3, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:52:04,705] Trial 29 finished with value: 0.11457211729107897 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.5992684301806359, 'batch_norm': True, 'lr': 4.657930470582418e-06, 'weight_decay': 4.035842524799553e-06, 'epochs': 274, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:52:45,597] Trial 30 finished with value: 0.01906015409199829 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.5120760742264019, 'batch_norm': False, 'lr': 0.0003476625980561035, 'weight_decay': 4.384635910705599e-05, 'epochs': 40, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:57:00,642] Trial 31 finished with value: 0.19325585419678176 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.43826047407358193, 'batch_norm': False, 'lr': 7.09576990345008e-05, 'weight_decay': 0.0007806301658621597, 'epochs': 316, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 01:59:34,696] Trial 32 finished with value: 0.19894668412102426 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.42711596390671025, 'batch_norm': False, 'lr': 8.225322271510673e-05, 'weight_decay': 0.0006042076648380664, 'epochs': 186, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:02:20,738] Trial 33 finished with value: 0.20442075099933446 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.3521754154713185, 'batch_norm': False, 'lr': 7.26013999295934e-05, 'weight_decay': 0.00010076254143128008, 'epochs': 201, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:04:42,661] Trial 34 finished with value: 0.09971584823927578 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.2912765929284528, 'batch_norm': True, 'lr': 3.60205682844961e-05, 'weight_decay': 0.00011267176653469576, 'epochs': 161, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:05:36,418] Trial 35 finished with value: 0.18753375692993324 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3584031182007965, 'batch_norm': False, 'lr': 0.0002211121776263591, 'weight_decay': 0.0002620688609355668, 'epochs': 233, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:08:20,748] Trial 36 finished with value: 0.136145233393775 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.3859639896598526, 'batch_norm': False, 'lr': 0.00013005928480387406, 'weight_decay': 1.9197810875782806e-05, 'epochs': 200, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:09:25,429] Trial 37 finished with value: 0.06069189996550024 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.24417705486755437, 'batch_norm': True, 'lr': 6.781851126102415e-05, 'weight_decay': 5.586524868174092e-05, 'epochs': 147, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:10:16,495] Trial 38 finished with value: 0.20630191013923774 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3309228266314275, 'batch_norm': False, 'lr': 3.258475946032525e-05, 'weight_decay': 7.892464558732704e-05, 'epochs': 117, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:11:01,584] Trial 39 finished with value: 0.20285657741216687 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.32186759429269013, 'batch_norm': False, 'lr': 3.1313753993451974e-05, 'weight_decay': 8.334276612351129e-05, 'epochs': 101, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:11:50,421] Trial 40 finished with value: 0.12590853241116126 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.2679801967931503, 'batch_norm': True, 'lr': 2.0135485703980385e-05, 'weight_decay': 0.00021370241594696236, 'epochs': 108, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:12:22,409] Trial 41 finished with value: 0.11334596850284241 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.30454955464691674, 'batch_norm': False, 'lr': 3.36668133969382e-05, 'weight_decay': 7.679237007550651e-05, 'epochs': 67, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:12:57,193] Trial 42 finished with value: 0.18038711365899296 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3364538142620541, 'batch_norm': False, 'lr': 1.2865770435961892e-05, 'weight_decay': 9.912972967583702e-05, 'epochs': 73, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:13:50,887] Trial 43 finished with value: 0.18810667993513366 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.24871647774596492, 'batch_norm': False, 'lr': 8.611179917495588e-06, 'weight_decay': 2.6015988758703688e-05, 'epochs': 122, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:14:23,765] Trial 44 finished with value: 0.15003372137623178 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.14494928718734246, 'batch_norm': False, 'lr': 2.7094536036901842e-05, 'weight_decay': 5.194863924164327e-05, 'epochs': 69, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:15:04,398] Trial 45 finished with value: 0.189257902029187 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.37865792345803956, 'batch_norm': False, 'lr': 3.836877605181496e-05, 'weight_decay': 0.0001743172137031806, 'epochs': 90, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:15:32,428] Trial 46 finished with value: 0.17445319014033037 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.30067050168419984, 'batch_norm': False, 'lr': 0.00010083484509019509, 'weight_decay': 5.142195523350222e-06, 'epochs': 108, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.21101512236188846.
[I 2025-10-18 02:17:10,291] Trial 47 finished with value: 0.21546222919591088 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.34372228003189875, 'batch_norm': False, 'lr': 5.8110255278759954e-05, 'weight_decay': 0.00032784484799902434, 'epochs': 241, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 47 with value: 0.21546222919591088.
[I 2025-10-18 02:20:30,092] Trial 48 finished with value: 0.2148773809276671 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3461325787279193, 'batch_norm': False, 'lr': 5.7869565106551e-05, 'weight_decay': 0.00047173949592707484, 'epochs': 242, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 47 with value: 0.21546222919591088.
